,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,attrition__No,attrition__Yes,overtime__No,overtime__Yes,business_travel_freq__Non-Travel,business_travel_freq__Travel_Frequently,business_travel_freq__Travel_Rarely,empjobrole__Business Analyst,empjobrole__Data Scientist,empjobrole__Delivery Manager,empjobrole__Developer,empjobrole__Finance Manager,empjobrole__Healthcare Representative,empjobrole__Human Resources,empjobrole__Laboratory Technician,empjobrole__Manager,empjobrole__Manager R&D,empjobrole__Manufacturing Director,empjobrole__Research Director,empjobrole__Research Scientist,empjobrole__Sales Executive,empjobrole__Sales Representative,empjobrole__Senior Developer,empjobrole__Senior Manager R&D,empjobrole__Technical Architect,empjobrole__Technical Lead,empdep_Data Science,empdep_Development,empdep_Finance,empdep_Human Resources,empdep_Research & Development,empdep_Sales,maritalstatus__Divorced,maritalstatus__Married,maritalstatus__Single,edubackground__Human Resources,edubackground__Life Sciences,edubackground__Marketing,edubackground__Medical,edubackground__Other,edubackground__Technical Degree,gender__Female,gender__Male,emp_number
198,36,12,5,4,51,2,3,4,0,11,2,15,2,2,14,8,7,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001351
199,55,2,1,3,40,2,4,1,7,15,2,31,3,4,9,7,6,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001352
200,43,25,3,3,79,2,3,4,5,13,3,18,5,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1001354
201,20,9,3,4,54,3,1,4,1,14,2,2,3,3,2,2,0,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1001355
202,21,10,3,3,36,2,1,1,1,13,1,1,6,2,1,0,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001357
203,46,8,4,4,74,2,2,1,8,23,1,19,2,3,16,13,1,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001358
204,28,24,2,2,72,2,3,1,1,12,1,10,2,2,10,7,1,9,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1001360
205,26,1,2,1,59,2,1,1,1,16,1,6,2,3,5,3,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001361
206,30,20,3,3,85,3,2,1,0,15,3,7,1,2,6,2,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1001362
207,38,17,1,3,65,2,3,3,0,18,1,20,4,2,19,9,1,9,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001366
208,40,20,4,1,61,3,3,4,4,20,4,14,6,3,11,10,11,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001370
209,27,8,5,1,87,1,1,3,1,19,4,3,4,3,3,2,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001372
210,55,2,1,4,65,3,3,2,3,18,2,23,4,3,3,2,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001374
211,44,1,2,2,91,2,3,1,9,14,4,24,1,3,20,6,3,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1001376
212,33,29,4,1,54,2,2,3,1,22,2,14,4,3,13,7,3,8,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001379
213,34,3,1,1,45,3,2,4,0,17,3,7,1,2,6,2,0,4,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001381
214,25,4,1,4,32,3,1,4,1,15,2,7,3,4,7,7,5,6,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001384
215,26,21,3,1,37,3,1,3,1,20,3,1,0,2,1,1,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001385
216,42,2,2,4,35,3,4,1,0,17,4,23,3,3,22,6,13,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001387
217,28,1,3,1,45,2,1,2,1,15,1,1,2,3,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001389
218,50,1,4,4,81,3,2,3,3,14,4,5,4,3,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1001391
219,33,7,3,4,30,3,2,2,0,17,3,4,3,3,3,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001392
220,34,3,4,3,40,2,1,4,3,17,4,6,2,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001393
221,48,1,4,1,35,4,4,4,2,22,3,27,3,2,5,4,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001394
222,45,9,4,2,65,2,2,3,1,13,4,15,2,3,15,10,4,12,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001395
223,52,7,4,2,87,3,3,2,7,19,4,18,4,3,8,6,4,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001396
224,38,10,4,3,73,2,3,3,0,14,2,9,2,3,8,7,2,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1001397
225,29,28,4,3,93,3,1,4,4,22,1,11,1,3,7,5,1,7,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001398
226,28,3,3,4,93,3,3,2,0,17,2,10,3,2,9,7,1,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001399
227,46,3,1,1,52,3,4,3,3,12,4,23,3,3,12,9,4,9,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001402
228,38,2,2,4,32,3,3,2,7,16,3,10,2,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1001403
229,39,2,3,1,84,3,4,4,7,11,4,21,4,3,18,7,11,5,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001405
230,40,14,3,3,44,2,5,3,1,14,1,21,2,4,20,7,4,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001406
231,39,9,3,3,70,3,2,2,9,15,3,9,2,2,5,4,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001410
232,36,18,4,1,78,3,2,4,2,20,1,18,0,3,11,9,0,9,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001411
233,31,20,3,3,67,4,1,4,0,12,1,3,4,3,2,2,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001413
234,28,2,1,1,67,2,1,2,0,17,1,6,2,1,5,3,0,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001414
235,35,11,2,4,54,3,2,4,1,11,4,5,3,3,5,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1001415
236,49,8,4,4,56,2,4,2,6,17,2,22,3,3,9,8,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1001416
237,34,2,2,4,95,3,2,3,2,11,4,5,3,2,3,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001418
238,29,10,3,4,61,3,1,2,0,14,4,8,2,2,7,5,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001421
239,42,29,3,2,56,1,2,4,4,19,1,16,3,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001426
240,29,8,1,2,79,2,2,4,1,15,3,10,2,2,10,7,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001428
241,28,6,3,3,39,2,1,3,1,14,4,3,2,3,3,1,0,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001432
242,18,8,1,3,80,3,1,3,1,12,4,0,0,3,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001434
243,33,9,4,1,77,3,2,1,0,17,1,6,3,3,5,2,0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1001435
244,41,12,4,2,46,3,1,4,3,11,1,6,4,3,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001436
245,31,15,3,3,72,3,1,3,1,12,3,2,5,2,2,2,2,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001438
246,37,25,2,3,52,2,2,4,7,13,3,9,2,3,6,2,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001439
247,27,6,3,4,55,2,1,3,1,13,3,4,0,3,4,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001440
248,34,9,1,2,70,3,2,3,1,20,1,6,3,2,6,5,1,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001441
249,35,8,4,3,100,3,1,3,1,17,2,6,2,1,5,4,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1001442
250,29,23,1,4,45,2,3,1,1,13,1,11,3,1,11,8,3,10,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001443
251,40,9,4,2,88,3,3,3,9,17,3,20,3,2,18,7,2,13,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001444
252,42,12,3,3,44,3,4,1,0,12,2,22,2,2,21,9,13,14,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001445
253,42,4,4,2,45,3,2,1,7,13,4,9,3,4,6,4,1,5,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1001449
254,24,24,3,4,49,3,1,2,8,22,4,6,2,3,4,3,1,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001451
255,28,12,1,3,79,3,1,4,1,11,4,1,4,2,1,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001453
256,26,3,4,1,82,4,1,4,1,22,2,8,2,3,8,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001455
257,30,10,3,3,72,2,2,3,1,18,1,10,3,3,10,3,1,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001457
258,40,26,2,3,92,2,2,4,3,13,4,16,3,1,1,1,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001458
259,35,2,3,3,44,2,3,2,2,18,2,15,2,4,7,7,6,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001460
260,34,1,3,4,97,2,2,1,0,20,3,14,3,3,13,9,4,9,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001462
261,35,4,4,4,47,2,1,4,1,13,2,2,2,4,2,2,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1001463
262,43,9,3,1,85,1,2,3,8,13,2,7,2,2,4,3,1,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1001466
263,32,2,1,3,76,3,1,1,1,12,3,1,3,3,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1001468
264,56,4,4,4,92,3,5,1,4,13,4,28,2,3,5,2,4,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1001469
265,29,6,1,2,54,3,1,4,1,13,1,10,5,3,10,8,0,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001470
266,19,9,2,3,54,3,1,1,1,25,3,1,4,3,1,1,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001471
267,45,7,3,1,83,3,1,3,4,19,3,7,2,2,3,2,0,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001473
268,37,1,3,4,56,2,2,4,1,13,2,14,2,2,14,8,3,11,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001474
269,44,10,4,3,96,3,1,3,1,11,3,6,4,3,6,4,0,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001478
270,53,7,2,4,50,3,5,3,3,18,2,26,6,3,7,7,4,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001479
271,22,3,4,3,48,2,1,4,0,11,2,1,5,3,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001481
272,46,2,3,3,69,3,4,1,8,23,1,28,2,3,26,15,15,9,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1001482
273,44,17,3,4,74,1,1,3,2,13,4,6,3,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001484
274,33,2,3,2,99,3,1,3,1,13,4,5,2,3,5,4,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1001485
275,30,29,4,3,61,3,2,1,8,19,3,8,3,3,4,3,0,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1001489
276,40,2,4,2,62,3,2,2,5,12,4,5,2,3,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1001490
277,50,2,3,4,30,3,4,1,2,22,3,32,3,3,2,2,2,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001493
278,46,15,2,4,52,3,5,2,5,11,1,25,2,3,4,2,0,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001495
279,35,17,4,3,94,3,2,1,3,15,4,15,2,3,7,7,1,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001496
280,24,17,2,4,97,3,1,2,1,13,1,1,3,1,1,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001497
281,33,25,3,2,82,3,2,3,1,12,1,10,3,2,10,7,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1001498
282,36,6,4,3,60,1,1,3,1,14,3,7,4,3,7,7,1,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001499
283,44,29,4,4,32,3,2,4,1,25,2,20,3,3,20,11,13,17,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1001503
284,42,2,5,4,79,4,2,1,7,16,1,10,3,4,4,3,0,3,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1001509
285,32,13,3,3,77,2,1,2,1,20,3,2,2,3,2,2,2,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1001512
286,32,2,2,4,38,3,2,3,4,14,4,10,2,3,8,7,0,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001513
287,36,1,3,3,77,1,3,1,2,21,3,17,2,3,7,7,7,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1001515
288,33,9,3,1,60,3,1,4,0,13,2,15,5,3,14,10,4,10,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001516
289,25,10,4,3,57,3,2,4,0,14,2,5,4,3,4,3,1,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001518
290,42,26,5,1,60,3,3,1,3,17,3,20,6,3,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001520
291,27,14,3,1,42,3,1,1,1,14,4,9,3,2,9,7,6,8,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001522
292,54,1,4,4,53,3,3,3,7,17,1,33,2,1,5,4,1,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001523
293,44,2,1,1,72,4,1,4,1,13,4,10,5,3,10,5,7,7,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001524
294,19,10,3,1,96,2,1,2,1,25,2,1,2,4,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001526
295,54,3,3,4,85,3,4,4,3,14,1,36,2,3,10,9,0,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001528
296,31,11,2,3,80,3,2,1,1,12,4,6,2,2,6,5,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001529
297,43,3,3,3,96,1,5,4,3,14,2,25,2,3,8,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001533
298,49,4,2,1,85,2,5,3,2,13,3,23,2,4,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001534
299,36,3,3,3,46,3,1,2,1,12,3,12,2,2,11,10,0,7,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001535
